RecordType,StartTime,Demand
VD,2024-01-03T22:55:00Z,27261
VD,2024-01-03T23:00:00Z,26647
VD,2024-01-03T23:05:00Z,26580
VD,2024-01-03T23:10:00Z,26280
VD,2024-01-03T23:15:00Z,26144
VD,2024-01-03T23:20:00Z,25975
VD,2024-01-03T23:25:00Z,25753
VD,2024-01-03T23:30:00Z,25549
VD,2024-01-03T23:35:00Z,25365
VD,2024-01-03T23:40:00Z,25384
VD,2024-01-03T23:45:00Z,25433
VD,2024-01-03T23:50:00Z,25467
VD,2024-01-03T23:55:00Z,25435
VD,2024-01-04T00:00:00Z,25433
VD,2024-01-04T00:05:00Z,25538
VD,2024-01-04T00:10:00Z,25653
VD,2024-01-04T00:15:00Z,25746
VD,2024-01-04T00:20:00Z,25887
VD,2024-01-04T00:25:00Z,26032
VD,2024-01-04T00:30:00Z,26315
VD,2024-01-04T00:35:00Z,26527
VD,2024-01-04T00:40:00Z,26464
VD,2024-01-04T00:45:00Z,26399
VD,2024-01-04T00:50:00Z,26355
VD,2024-01-04T00:55:00Z,26365
VD,2024-01-04T01:00:00Z,26475
VD,2024-01-04T01:05:00Z,26492
VD,2024-01-04T01:10:00Z,26545
VD,2024-01-04T01:15:00Z,26616
VD,2024-01-04T01:20:00Z,26620
VD,2024-01-04T01:25:00Z,26626
VD,2024-01-04T01:30:00Z,26530
VD,2024-01-04T01:35:00Z,26519
VD,2024-01-04T01:40:00Z,26583
VD,2024-01-04T01:45:00Z,26610
VD,2024-01-04T01:50:00Z,26706
VD,2024-01-04T01:55:00Z,26806
VD,2024-01-04T02:00:00Z,27138
VD,2024-01-04T02:05:00Z,27053
VD,2024-01-04T02:10:00Z,26923
VD,2024-01-04T02:15:00Z,26897
VD,2024-01-04T02:20:00Z,26890
VD,2024-01-04T02:25:00Z,26892
VD,2024-01-04T02:30:00Z,26773
VD,2024-01-04T02:35:00Z,26631
VD,2024-01-04T02:40:00Z,26604
VD,2024-01-04T02:45:00Z,26501
VD,2024-01-04T02:50:00Z,26333
VD,2024-01-04T02:55:00Z,26174
VD,2024-01-04T03:00:00Z,26032
VD,2024-01-04T03:05:00Z,26004
VD,2024-01-04T03:10:00Z,25903
VD,2024-01-04T03:15:00Z,25788
VD,2024-01-04T03:20:00Z,25677
VD,2024-01-04T03:25:00Z,25655
VD,2024-01-04T03:30:00Z,25907
VD,2024-01-04T03:35:00Z,25901
VD,2024-01-04T03:40:00Z,25798
VD,2024-01-04T03:45:00Z,25693
VD,2024-01-04T03:50:00Z,25577
VD,2024-01-04T03:55:00Z,25398
VD,2024-01-04T04:00:00Z,25191
VD,2024-01-04T04:05:00Z,25104
VD,2024-01-04T04:10:00Z,25158
VD,2024-01-04T04:15:00Z,25219
VD,2024-01-04T04:20:00Z,25260
VD,2024-01-04T04:25:00Z,25316
VD,2024-01-04T04:30:00Z,25407
VD,2024-01-04T04:35:00Z,25502
VD,2024-01-04T04:40:00Z,25623
VD,2024-01-04T04:45:00Z,25777
VD,2024-01-04T04:50:00Z,25754
VD,2024-01-04T04:55:00Z,25717
VD,2024-01-04T05:00:00Z,25517
VD,2024-01-04T05:05:00Z,25530
VD,2024-01-04T05:10:00Z,25583
VD,2024-01-04T05:15:00Z,25664
VD,2024-01-04T05:20:00Z,25796
VD,2024-01-04T05:25:00Z,25828
VD,2024-01-04T05:30:00Z,25927
VD,2024-01-04T05:35:00Z,26083
VD,2024-01-04T05:40:00Z,26289
VD,2024-01-04T05:45:00Z,26365
VD,2024-01-04T05:50:00Z,26511
VD,2024-01-04T05:55:00Z,26667
VD,2024-01-04T06:00:00Z,26905
VD,2024-01-04T06:05:00Z,27326
VD,2024-01-04T06:10:00Z,27641
VD,2024-01-04T06:15:00Z,27892
VD,2024-01-04T06:20:00Z,27997
VD,2024-01-04T06:25:00Z,28204
VD,2024-01-04T06:30:00Z,28812
VD,2024-01-04T06:35:00Z,29499
VD,2024-01-04T06:40:00Z,29807
VD,2024-01-04T06:45:00Z,30168
VD,2024-01-04T06:50:00Z,30709
VD,2024-01-04T06:55:00Z,31261
VD,2024-01-04T07:00:00Z,31822
VD,2024-01-04T07:05:00Z,32666
VD,2024-01-04T07:10:00Z,32778
VD,2024-01-04T07:15:00Z,33173
VD,2024-01-04T07:20:00Z,33788
VD,2024-01-04T07:25:00Z,34125
VD,2024-01-04T07:30:00Z,34543
VD,2024-01-04T07:35:00Z,34790
VD,2024-01-04T07:40:00Z,35014
VD,2024-01-04T07:45:00Z,35282
VD,2024-01-04T07:50:00Z,35633
VD,2024-01-04T07:55:00Z,36110
VD,2024-01-04T08:00:00Z,36459
VD,2024-01-04T08:05:00Z,36682
VD,2024-01-04T08:10:00Z,36866
VD,2024-01-04T08:15:00Z,37143
VD,2024-01-04T08:20:00Z,37245
VD,2024-01-04T08:25:00Z,37216
VD,2024-01-04T08:30:00Z,37196
VD,2024-01-04T08:35:00Z,37307
VD,2024-01-04T08:40:00Z,37434
VD,2024-01-04T08:45:00Z,37502
VD,2024-01-04T08:50:00Z,37761
VD,2024-01-04T08:55:00Z,37797
VD,2024-01-04T09:00:00Z,37747
VD,2024-01-04T09:05:00Z,37879
VD,2024-01-04T09:10:00Z,38075
VD,2024-01-04T09:15:00Z,38298
VD,2024-01-04T09:20:00Z,38515
VD,2024-01-04T09:25:00Z,38568
VD,2024-01-04T09:30:00Z,38599
VD,2024-01-04T09:35:00Z,38563
VD,2024-01-04T09:40:00Z,38448
VD,2024-01-04T09:45:00Z,38607
VD,2024-01-04T09:50:00Z,38559
VD,2024-01-04T09:55:00Z,38226
VD,2024-01-04T10:00:00Z,38050
VD,2024-01-04T10:05:00Z,37892
VD,2024-01-04T10:10:00Z,37663
VD,2024-01-04T10:15:00Z,37613
VD,2024-01-04T10:20:00Z,37546
VD,2024-01-04T10:25:00Z,37483
VD,2024-01-04T10:30:00Z,37423
VD,2024-01-04T10:35:00Z,37322
VD,2024-01-04T10:40:00Z,37317
VD,2024-01-04T10:45:00Z,37306
VD,2024-01-04T10:50:00Z,37314
VD,2024-01-04T10:55:00Z,37355
VD,2024-01-04T11:00:00Z,37451
VD,2024-01-04T11:05:00Z,37670
VD,2024-01-04T11:10:00Z,37787
VD,2024-01-04T11:15:00Z,37737
VD,2024-01-04T11:20:00Z,37643
VD,2024-01-04T11:25:00Z,37607
VD,2024-01-04T11:30:00Z,37639
VD,2024-01-04T11:35:00Z,37822
VD,2024-01-04T11:40:00Z,37784
VD,2024-01-04T11:45:00Z,37836
VD,2024-01-04T11:50:00Z,37872
VD,2024-01-04T11:55:00Z,37911
VD,2024-01-04T12:00:00Z,38196
VD,2024-01-04T12:05:00Z,38313
VD,2024-01-04T12:10:00Z,38374
VD,2024-01-04T12:15:00Z,38405
VD,2024-01-04T12:20:00Z,38476
VD,2024-01-04T12:25:00Z,38487
VD,2024-01-04T12:30:00Z,38584
VD,2024-01-04T12:35:00Z,38658
VD,2024-01-04T12:40:00Z,38613
VD,2024-01-04T12:45:00Z,38752
VD,2024-01-04T12:50:00Z,38849
VD,2024-01-04T12:55:00Z,38872
VD,2024-01-04T13:00:00Z,39110
VD,2024-01-04T13:05:00Z,39195
VD,2024-01-04T13:10:00Z,39148
VD,2024-01-04T13:15:00Z,39307
VD,2024-01-04T13:20:00Z,39252
VD,2024-01-04T13:25:00Z,39173
VD,2024-01-04T13:30:00Z,39066
VD,2024-01-04T13:35:00Z,38996
VD,2024-01-04T13:40:00Z,39025
VD,2024-01-04T13:45:00Z,39032
VD,2024-01-04T13:50:00Z,39111
VD,2024-01-04T13:55:00Z,39127
VD,2024-01-04T14:00:00Z,39203
VD,2024-01-04T14:05:00Z,39328
VD,2024-01-04T14:10:00Z,39357
VD,2024-01-04T14:15:00Z,39341
VD,2024-01-04T14:20:00Z,39424
VD,2024-01-04T14:25:00Z,39495
VD,2024-01-04T14:30:00Z,39674
VD,2024-01-04T14:35:00Z,39849
VD,2024-01-04T14:40:00Z,40028
VD,2024-01-04T14:45:00Z,40210
VD,2024-01-04T14:50:00Z,40254
VD,2024-01-04T14:55:00Z,40133
VD,2024-01-04T15:00:00Z,40308
VD,2024-01-04T15:05:00Z,40197
VD,2024-01-04T15:10:00Z,40195
VD,2024-01-04T15:15:00Z,40233
VD,2024-01-04T15:20:00Z,40297
VD,2024-01-04T15:25:00Z,40325
VD,2024-01-04T15:30:00Z,40387
VD,2024-01-04T15:35:00Z,40393
VD,2024-01-04T15:40:00Z,40549
VD,2024-01-04T15:45:00Z,40597
VD,2024-01-04T15:50:00Z,40573
VD,2024-01-04T15:55:00Z,40577
VD,2024-01-04T16:00:00Z,40650
VD,2024-01-04T16:05:00Z,41129
VD,2024-01-04T16:10:00Z,41496
VD,2024-01-04T16:15:00Z,41642
VD,2024-01-04T16:20:00Z,41791
VD,2024-01-04T16:25:00Z,42065
VD,2024-01-04T16:30:00Z,42363
VD,2024-01-04T16:35:00Z,42508
VD,2024-01-04T16:40:00Z,42637
VD,2024-01-04T16:45:00Z,42866
VD,2024-01-04T16:50:00Z,43203
VD,2024-01-04T16:55:00Z,43250
VD,2024-01-04T17:00:00Z,42886
VD,2024-01-04T17:05:00Z,42409
VD,2024-01-04T17:10:00Z,42266
VD,2024-01-04T17:15:00Z,42503
VD,2024-01-04T17:20:00Z,42677
VD,2024-01-04T17:25:00Z,42701
VD,2024-01-04T17:30:00Z,42580
VD,2024-01-04T17:35:00Z,42404
VD,2024-01-04T17:40:00Z,42218
VD,2024-01-04T17:45:00Z,42073
VD,2024-01-04T17:50:00Z,42220
VD,2024-01-04T17:55:00Z,42476
VD,2024-01-04T18:00:00Z,43064
VD,2024-01-04T18:05:00Z,43323
VD,2024-01-04T18:10:00Z,43038
VD,2024-01-04T18:15:00Z,42747
VD,2024-01-04T18:20:00Z,42639
VD,2024-01-04T18:25:00Z,42587
VD,2024-01-04T18:30:00Z,42469
VD,2024-01-04T18:35:00Z,42447
VD,2024-01-04T18:40:00Z,42363
VD,2024-01-04T18:45:00Z,42266
VD,2024-01-04T18:50:00Z,42073
VD,2024-01-04T18:55:00Z,41736
VD,2024-01-04T19:00:00Z,41456
VD,2024-01-04T19:05:00Z,41502
VD,2024-01-04T19:10:00Z,41306
VD,2024-01-04T19:15:00Z,41068
VD,2024-01-04T19:20:00Z,40765
VD,2024-01-04T19:25:00Z,40581
VD,2024-01-04T19:30:00Z,40241
VD,2024-01-04T19:35:00Z,39910
VD,2024-01-04T19:40:00Z,39718
VD,2024-01-04T19:45:00Z,39451
VD,2024-01-04T19:50:00Z,39152
VD,2024-01-04T19:55:00Z,38845
VD,2024-01-04T20:00:00Z,38545
VD,2024-01-04T20:05:00Z,38344
VD,2024-01-04T20:10:00Z,38157
VD,2024-01-04T20:15:00Z,37887
VD,2024-01-04T20:20:00Z,37587
VD,2024-01-04T20:25:00Z,37414
VD,2024-01-04T20:30:00Z,37416
VD,2024-01-04T20:35:00Z,37238
VD,2024-01-04T20:40:00Z,37070
VD,2024-01-04T20:45:00Z,36828
VD,2024-01-04T20:50:00Z,36599
VD,2024-01-04T20:55:00Z,36406
VD,2024-01-04T21:00:00Z,36118
VD,2024-01-04T21:05:00Z,35713
VD,2024-01-04T21:10:00Z,35371
VD,2024-01-04T21:15:00Z,34959
VD,2024-01-04T21:20:00Z,34565
VD,2024-01-04T21:25:00Z,34296
VD,2024-01-04T21:30:00Z,34198
VD,2024-01-04T21:35:00Z,33927
VD,2024-01-04T21:40:00Z,33592
VD,2024-01-04T21:45:00Z,33257
VD,2024-01-04T21:50:00Z,32849
VD,2024-01-04T21:55:00Z,32515
VD,2024-01-04T22:00:00Z,32171
VD,2024-01-04T22:05:00Z,31765
VD,2024-01-04T22:10:00Z,31397
VD,2024-01-04T22:15:00Z,31249
VD,2024-01-04T22:20:00Z,31023
VD,2024-01-04T22:25:00Z,30844
VD,2024-01-04T22:30:00Z,30601
VD,2024-01-04T22:35:00Z,30236
VD,2024-01-04T22:40:00Z,29893
VD,2024-01-04T22:45:00Z,29672
VD,2024-01-04T22:50:00Z,29429
VD,2024-01-04T22:55:00Z,29155
VD,2024-01-04T23:00:00Z,28716
VD,2024-01-04T23:05:00Z,28337
VD,2024-01-04T23:10:00Z,28158
VD,2024-01-04T23:15:00Z,28071
VD,2024-01-04T23:20:00Z,27988
VD,2024-01-04T23:25:00Z,27955
VD,2024-01-04T23:30:00Z,27813
VD,2024-01-04T23:35:00Z,27540
VD,2024-01-04T23:40:00Z,27399
VD,2024-01-04T23:45:00Z,27248
VD,2024-01-04T23:50:00Z,27209
VD,2024-01-04T23:55:00Z,27289
VD,2024-01-05T00:00:00Z,27357
VD,2024-01-05T00:05:00Z,27424
VD,2024-01-05T00:10:00Z,27388
VD,2024-01-05T00:15:00Z,27232
VD,2024-01-05T00:20:00Z,27127
VD,2024-01-05T00:25:00Z,27127
VD,2024-01-05T00:30:00Z,27394
VD,2024-01-05T00:35:00Z,27626
VD,2024-01-05T00:40:00Z,27679
VD,2024-01-05T00:45:00Z,27533
VD,2024-01-05T00:50:00Z,27491
VD,2024-01-05T00:55:00Z,27444
VD,2024-01-05T01:00:00Z,27233
VD,2024-01-05T01:05:00Z,27252
VD,2024-01-05T01:10:00Z,27288
VD,2024-01-05T01:15:00Z,27379
VD,2024-01-05T01:20:00Z,27524
VD,2024-01-05T01:25:00Z,27580
VD,2024-01-05T01:30:00Z,27541
VD,2024-01-05T01:35:00Z,27508
VD,2024-01-05T01:40:00Z,27409
VD,2024-01-05T01:45:00Z,27287
VD,2024-01-05T01:50:00Z,27209
VD,2024-01-05T01:55:00Z,27149
VD,2024-01-05T02:00:00Z,27023
VD,2024-01-05T02:05:00Z,26913
VD,2024-01-05T02:10:00Z,26842
VD,2024-01-05T02:15:00Z,26869
VD,2024-01-05T02:20:00Z,26961
VD,2024-01-05T02:25:00Z,27056
VD,2024-01-05T02:30:00Z,27138
VD,2024-01-05T02:35:00Z,27118
VD,2024-01-05T02:40:00Z,27029
VD,2024-01-05T02:45:00Z,26835
VD,2024-01-05T02:50:00Z,26609
VD,2024-01-05T02:55:00Z,26346
VD,2024-01-05T03:00:00Z,26120
VD,2024-01-05T03:05:00Z,26026
VD,2024-01-05T03:10:00Z,26031
VD,2024-01-05T03:15:00Z,25973
VD,2024-01-05T03:20:00Z,25978
VD,2024-01-05T03:25:00Z,26027
VD,2024-01-05T03:30:00Z,25957
VD,2024-01-05T03:35:00Z,25791
VD,2024-01-05T03:40:00Z,25669
VD,2024-01-05T03:45:00Z,25596
VD,2024-01-05T03:50:00Z,25420
VD,2024-01-05T03:55:00Z,25123
VD,2024-01-05T04:00:00Z,25066
VD,2024-01-05T04:05:00Z,25012
VD,2024-01-05T04:10:00Z,24926
VD,2024-01-05T04:15:00Z,24829
VD,2024-01-05T04:20:00Z,24707
VD,2024-01-05T04:25:00Z,24637
VD,2024-01-05T04:30:00Z,24699
VD,2024-01-05T04:35:00Z,24752
VD,2024-01-05T04:40:00Z,24690
VD,2024-01-05T04:45:00Z,24587
VD,2024-01-05T04:50:00Z,24508
VD,2024-01-05T04:55:00Z,24320
VD,2024-01-05T05:00:00Z,24136
VD,2024-01-05T05:05:00Z,23956
VD,2024-01-05T05:10:00Z,23990
VD,2024-01-05T05:15:00Z,23872
VD,2024-01-05T05:20:00Z,23643
VD,2024-01-05T05:25:00Z,23596
VD,2024-01-05T05:30:00Z,23755
VD,2024-01-05T05:35:00Z,23926
VD,2024-01-05T05:40:00Z,24983
VD,2024-01-05T05:45:00Z,25436
VD,2024-01-05T05:50:00Z,25705
VD,2024-01-05T05:55:00Z,25782
VD,2024-01-05T06:00:00Z,26068
VD,2024-01-05T06:05:00Z,26778
VD,2024-01-05T06:10:00Z,27256
VD,2024-01-05T06:15:00Z,27595
VD,2024-01-05T06:20:00Z,27836
VD,2024-01-05T06:25:00Z,28209
VD,2024-01-05T06:30:00Z,28895
VD,2024-01-05T06:35:00Z,29366
VD,2024-01-05T06:40:00Z,29686
VD,2024-01-05T06:45:00Z,29948
VD,2024-01-05T06:50:00Z,30384
VD,2024-01-05T06:55:00Z,30915
VD,2024-01-05T07:00:00Z,31418
VD,2024-01-05T07:05:00Z,32055
VD,2024-01-05T07:10:00Z,32765
VD,2024-01-05T07:15:00Z,33251
VD,2024-01-05T07:20:00Z,33613
VD,2024-01-05T07:25:00Z,33777
VD,2024-01-05T07:30:00Z,33907
VD,2024-01-05T07:35:00Z,34030
VD,2024-01-05T07:40:00Z,34263
VD,2024-01-05T07:45:00Z,34655
VD,2024-01-05T07:50:00Z,34845
VD,2024-01-05T07:55:00Z,34977
VD,2024-01-05T08:00:00Z,35270
VD,2024-01-05T08:05:00Z,35457
VD,2024-01-05T08:10:00Z,35679
VD,2024-01-05T08:15:00Z,36120
VD,2024-01-05T08:20:00Z,36342
VD,2024-01-05T08:25:00Z,36469
VD,2024-01-05T08:30:00Z,36639
VD,2024-01-05T08:35:00Z,36631
VD,2024-01-05T08:40:00Z,36729
VD,2024-01-05T08:45:00Z,36933
VD,2024-01-05T08:50:00Z,37039
VD,2024-01-05T08:55:00Z,37228
VD,2024-01-05T09:00:00Z,37676
VD,2024-01-05T09:05:00Z,37900
VD,2024-01-05T09:10:00Z,37955
VD,2024-01-05T09:15:00Z,37866
VD,2024-01-05T09:20:00Z,37925
VD,2024-01-05T09:25:00Z,37982
VD,2024-01-05T09:30:00Z,37990
VD,2024-01-05T09:35:00Z,37945
VD,2024-01-05T09:40:00Z,37923
VD,2024-01-05T09:45:00Z,37974
VD,2024-01-05T09:50:00Z,38029
VD,2024-01-05T09:55:00Z,38102
VD,2024-01-05T10:00:00Z,38091
VD,2024-01-05T10:05:00Z,38134
VD,2024-01-05T10:10:00Z,38087
VD,2024-01-05T10:15:00Z,38049
VD,2024-01-05T10:20:00Z,38015
VD,2024-01-05T10:25:00Z,38031
VD,2024-01-05T10:30:00Z,37990
VD,2024-01-05T10:35:00Z,37978
VD,2024-01-05T10:40:00Z,37937
VD,2024-01-05T10:45:00Z,38018
VD,2024-01-05T10:50:00Z,37999
VD,2024-01-05T10:55:00Z,37962
VD,2024-01-05T11:00:00Z,38302
VD,2024-01-05T11:05:00Z,38402
VD,2024-01-05T11:10:00Z,38350
VD,2024-01-05T11:15:00Z,38391
VD,2024-01-05T11:20:00Z,38401
VD,2024-01-05T11:25:00Z,38296
VD,2024-01-05T11:30:00Z,38326
VD,2024-01-05T11:35:00Z,38446
VD,2024-01-05T11:40:00Z,38571
VD,2024-01-05T11:45:00Z,38695
VD,2024-01-05T11:50:00Z,38709
VD,2024-01-05T11:55:00Z,38646
VD,2024-01-05T12:00:00Z,38644
VD,2024-01-05T12:05:00Z,38559
VD,2024-01-05T12:10:00Z,38607
VD,2024-01-05T12:15:00Z,38570
VD,2024-01-05T12:20:00Z,38616
VD,2024-01-05T12:25:00Z,38689
VD,2024-01-05T12:30:00Z,38557
VD,2024-01-05T12:35:00Z,38512
VD,2024-01-05T12:40:00Z,38527
VD,2024-01-05T12:45:00Z,38562
VD,2024-01-05T12:50:00Z,38505
VD,2024-01-05T12:55:00Z,38555
VD,2024-01-05T13:00:00Z,38599
VD,2024-01-05T13:05:00Z,38588
VD,2024-01-05T13:10:00Z,38735
VD,2024-01-05T13:15:00Z,38768
VD,2024-01-05T13:20:00Z,38675
VD,2024-01-05T13:25:00Z,38613
VD,2024-01-05T13:30:00Z,38667
VD,2024-01-05T13:35:00Z,38692
VD,2024-01-05T13:40:00Z,38705
VD,2024-01-05T13:45:00Z,38653
VD,2024-01-05T13:50:00Z,38592
VD,2024-01-05T13:55:00Z,38538
VD,2024-01-05T14:00:00Z,38211
VD,2024-01-05T14:05:00Z,37859
VD,2024-01-05T14:10:00Z,37665
VD,2024-01-05T14:15:00Z,37553
VD,2024-01-05T14:20:00Z,37244
VD,2024-01-05T14:25:00Z,36909
VD,2024-01-05T14:30:00Z,37086
VD,2024-01-05T14:35:00Z,37211
VD,2024-01-05T14:40:00Z,37371
VD,2024-01-05T14:45:00Z,37542
VD,2024-01-05T14:50:00Z,37626
VD,2024-01-05T14:55:00Z,37597
VD,2024-01-05T15:00:00Z,37788
VD,2024-01-05T15:05:00Z,38042
VD,2024-01-05T15:10:00Z,38041
VD,2024-01-05T15:15:00Z,38195
VD,2024-01-05T15:20:00Z,38419
VD,2024-01-05T15:25:00Z,38494
VD,2024-01-05T15:30:00Z,38416
VD,2024-01-05T15:35:00Z,38498
VD,2024-01-05T15:40:00Z,38519
VD,2024-01-05T15:45:00Z,38694
VD,2024-01-05T15:50:00Z,38734
VD,2024-01-05T15:55:00Z,38776
VD,2024-01-05T16:00:00Z,38997
VD,2024-01-05T16:05:00Z,39118
VD,2024-01-05T16:10:00Z,39175
VD,2024-01-05T16:15:00Z,39425
VD,2024-01-05T16:20:00Z,39663
VD,2024-01-05T16:25:00Z,39796
VD,2024-01-05T16:30:00Z,40164
VD,2024-01-05T16:35:00Z,40212
VD,2024-01-05T16:40:00Z,40412
VD,2024-01-05T16:45:00Z,40638
VD,2024-01-05T16:50:00Z,40738
VD,2024-01-05T16:55:00Z,40855
VD,2024-01-05T17:00:00Z,41248
VD,2024-01-05T17:05:00Z,41394
VD,2024-01-05T17:10:00Z,41400
VD,2024-01-05T17:15:00Z,41560
VD,2024-01-05T17:20:00Z,41577
VD,2024-01-05T17:25:00Z,41553
VD,2024-01-05T17:30:00Z,41440
VD,2024-01-05T17:35:00Z,41333
VD,2024-01-05T17:40:00Z,41212
VD,2024-01-05T17:45:00Z,41175
VD,2024-01-05T17:50:00Z,41065
VD,2024-01-05T17:55:00Z,41016
VD,2024-01-05T18:00:00Z,41093
VD,2024-01-05T18:05:00Z,40932
VD,2024-01-05T18:10:00Z,40722
VD,2024-01-05T18:15:00Z,40646
VD,2024-01-05T18:20:00Z,40529
VD,2024-01-05T18:25:00Z,40442
VD,2024-01-05T18:30:00Z,40498
VD,2024-01-05T18:35:00Z,40471
VD,2024-01-05T18:40:00Z,40323
VD,2024-01-05T18:45:00Z,40284
VD,2024-01-05T18:50:00Z,40046
VD,2024-01-05T18:55:00Z,39905
VD,2024-01-05T19:00:00Z,39850
VD,2024-01-05T19:05:00Z,39628
VD,2024-01-05T19:10:00Z,39443
VD,2024-01-05T19:15:00Z,38795
VD,2024-01-05T19:20:00Z,39105
VD,2024-01-05T19:25:00Z,38917
VD,2024-01-05T19:30:00Z,38769
VD,2024-01-05T19:35:00Z,38610
VD,2024-01-05T19:40:00Z,38391
VD,2024-01-05T19:45:00Z,38099
VD,2024-01-05T19:50:00Z,37914
VD,2024-01-05T19:55:00Z,37715
VD,2024-01-05T20:00:00Z,37338
VD,2024-01-05T20:05:00Z,37035
VD,2024-01-05T20:10:00Z,36870
VD,2024-01-05T20:15:00Z,36576
VD,2024-01-05T20:20:00Z,36222
VD,2024-01-05T20:25:00Z,35996
VD,2024-01-05T20:30:00Z,35802
VD,2024-01-05T20:35:00Z,35608
VD,2024-01-05T20:40:00Z,35544
VD,2024-01-05T20:45:00Z,35363
VD,2024-01-05T20:50:00Z,35147
VD,2024-01-05T20:55:00Z,34904
VD,2024-01-05T21:00:00Z,34795
VD,2024-01-05T21:05:00Z,34451
VD,2024-01-05T21:10:00Z,34158
VD,2024-01-05T21:15:00Z,33892
VD,2024-01-05T21:20:00Z,33613
VD,2024-01-05T21:25:00Z,33359
VD,2024-01-05T21:30:00Z,33150
VD,2024-01-05T21:35:00Z,32964
VD,2024-01-05T21:40:00Z,32801
VD,2024-01-05T21:45:00Z,32670
VD,2024-01-05T21:50:00Z,32440
VD,2024-01-05T21:55:00Z,32164
VD,2024-01-05T22:00:00Z,31783
VD,2024-01-05T22:05:00Z,31479
VD,2024-01-05T22:10:00Z,31249
VD,2024-01-05T22:15:00Z,30956
VD,2024-01-05T22:20:00Z,30671
VD,2024-01-05T22:25:00Z,30590
VD,2024-01-05T22:30:00Z,30469
VD,2024-01-05T22:35:00Z,30219
VD,2024-01-05T22:40:00Z,29934
VD,2024-01-05T22:45:00Z,29699
VD,2024-01-05T22:50:00Z,29460
VD,2024-01-05T22:55:00Z,29160
VD,2024-01-05T23:00:00Z,29059
VD,2024-01-05T23:05:00Z,28952
VD,2024-01-05T23:10:00Z,28796
VD,2024-01-05T23:15:00Z,28572
VD,2024-01-05T23:20:00Z,28258
VD,2024-01-05T23:25:00Z,28038
VD,2024-01-05T23:30:00Z,27761
VD,2024-01-05T23:35:00Z,27555
VD,2024-01-05T23:40:00Z,27305
VD,2024-01-05T23:45:00Z,27121
VD,2024-01-05T23:50:00Z,26874
VD,2024-01-05T23:55:00Z,26707
VD,2024-01-06T00:00:00Z,26753
VD,2024-01-06T00:05:00Z,26796
VD,2024-01-06T00:10:00Z,26723
VD,2024-01-06T00:15:00Z,26607
VD,2024-01-06T00:20:00Z,26520
VD,2024-01-06T00:25:00Z,26466
VD,2024-01-06T00:30:00Z,26707
VD,2024-01-06T00:35:00Z,26826
VD,2024-01-06T00:40:00Z,26920
VD,2024-01-06T00:45:00Z,26807
VD,2024-01-06T00:50:00Z,26718
VD,2024-01-06T00:55:00Z,26620
VD,2024-01-06T01:00:00Z,26644
VD,2024-01-06T01:05:00Z,26520
VD,2024-01-06T01:10:00Z,26498
VD,2024-01-06T01:15:00Z,26426
VD,2024-01-06T01:20:00Z,26323
VD,2024-01-06T01:25:00Z,26268
VD,2024-01-06T01:30:00Z,26229
VD,2024-01-06T01:35:00Z,26229
VD,2024-01-06T01:40:00Z,26229
VD,2024-01-06T01:45:00Z,26187
VD,2024-01-06T01:50:00Z,26121
VD,2024-01-06T01:55:00Z,26085
VD,2024-01-06T02:00:00Z,26085
VD,2024-01-06T02:05:00Z,26173
VD,2024-01-06T02:10:00Z,26158
VD,2024-01-06T02:15:00Z,26166
VD,2024-01-06T02:20:00Z,26108
VD,2024-01-06T02:25:00Z,26082
VD,2024-01-06T02:30:00Z,26099
VD,2024-01-06T02:35:00Z,26136
VD,2024-01-06T02:40:00Z,26053
VD,2024-01-06T02:45:00Z,25890
VD,2024-01-06T02:50:00Z,25754
VD,2024-01-06T02:55:00Z,25709
VD,2024-01-06T03:00:00Z,25893
VD,2024-01-06T03:05:00Z,25961
VD,2024-01-06T03:10:00Z,25890
VD,2024-01-06T03:15:00Z,25823
VD,2024-01-06T03:20:00Z,25678
VD,2024-01-06T03:25:00Z,25539
VD,2024-01-06T03:30:00Z,25499
VD,2024-01-06T03:35:00Z,25334
VD,2024-01-06T03:40:00Z,25185
VD,2024-01-06T03:45:00Z,25110
VD,2024-01-06T03:50:00Z,25092
VD,2024-01-06T03:55:00Z,24959
VD,2024-01-06T04:00:00Z,24824
VD,2024-01-06T04:05:00Z,24838
VD,2024-01-06T04:10:00Z,24832
VD,2024-01-06T04:15:00Z,24850
VD,2024-01-06T04:20:00Z,24817
VD,2024-01-06T04:25:00Z,24828
VD,2024-01-06T04:30:00Z,24806
VD,2024-01-06T04:35:00Z,24821
VD,2024-01-06T04:40:00Z,24861
VD,2024-01-06T04:45:00Z,24902
VD,2024-01-06T04:50:00Z,24845
VD,2024-01-06T04:55:00Z,24814
VD,2024-01-06T05:00:00Z,24656
VD,2024-01-06T05:05:00Z,24576
VD,2024-01-06T05:10:00Z,24562
VD,2024-01-06T05:15:00Z,24540
VD,2024-01-06T05:20:00Z,24534
VD,2024-01-06T05:25:00Z,24607
VD,2024-01-06T05:30:00Z,24574
VD,2024-01-06T05:35:00Z,24450
VD,2024-01-06T05:40:00Z,24483
VD,2024-01-06T05:45:00Z,24598
VD,2024-01-06T05:50:00Z,24650
VD,2024-01-06T05:55:00Z,24826
VD,2024-01-06T06:00:00Z,24919
VD,2024-01-06T06:05:00Z,25008
VD,2024-01-06T06:10:00Z,25020
VD,2024-01-06T06:15:00Z,25193
VD,2024-01-06T06:20:00Z,25332
