Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
30/1/2007,9:42:00,0.304,0.112,241.28,1.4,0,0,0.0
31/3/2007,2:46:00,3.626,0.194,240.63,15,0,0,18.0
7/5/07,19:28:00,0.792,0,235.57,3.4,0,0,0.0
4/1/07,4:57:00,2.346,0.112,239.37,9.8,0,0,0.0
16/3/2007,10:31:00,1.032,0,240.68,4.6,0,0,14.0
21/6/2007,17:30:00,0.192,0.106,243.51,0.8,0,0,0.0
2/6/07,22:45:00,0.294,0.048,234.14,1.2,0,0,0.0
29/5/2007,17:30:00,1.326,0.07,235.49,5.6,0,1,17.0
28/4/2007,10:47:00,?,?,?,?,?,?,
8/1/07,4:37:00,1.39,0.126,241.58,5.8,0,2,18.0
24/2/2007,21:55:00,0.304,0.106,237.13,1.4,0,0,0.0
11/1/07,22:18:00,1.278,0.124,243.06,5.2,0,0,0.0
28/4/2007,22:19:00,?,?,?,?,?,?,
23/2/2007,14:24:00,1.386,0.094,239.57,5.8,0,0,18.0
29/4/2007,0:58:00,?,?,?,?,?,?,
6/3/07,15:09:00,0.406,0.21,240.69,1.8,0,1,0.0
25/6/2007,17:22:00,0.324,0.248,242.8,1.6,0,1,0.0
14/2/2007,20:28:00,0.764,0.212,237.73,3.2,0,0,0.0
18/6/2007,18:21:00,0.27,0.234,239.6,1.4,0,0,0.0
29/3/2007,18:01:00,1.686,0,240.56,7,0,0,17.0
29/5/2007,16:46:00,0.216,0,234.83,1,0,0,0.0
15/1/2007,16:17:00,1.546,0,246.31,6.4,0,0,18.0
23/6/2007,0:49:00,0.122,0,241.49,0.6,0,0,0.0
5/5/07,13:11:00,0.288,0,238.27,1.4,0,0,0.0
21/2/2007,10:51:00,1.49,0.19,238.92,6.2,0,0,17.0
8/4/07,20:47:00,0.318,0.09,236.82,1.4,0,0,0.0
7/5/07,0:10:00,1.22,0.052,236.3,5,0,0,17.0
2/1/07,12:53:00,0.448,0.122,241.46,1.8,0,0,0.0
14/4/2007,11:51:00,0.286,0.1,239.34,1.2,0,1,0.0
17/3/2007,19:26:00,2.018,0.192,234.16,8.6,0,1,0.0
30/6/2007,3:26:00,0.204,0.084,241.54,1,0,0,0.0
6/5/07,3:05:00,1.298,0.074,235.59,6.8,0,0,0.0
26/2/2007,18:06:00,0.222,0,244.2,0.8,0,0,0.0
4/5/07,21:38:00,1.924,0.308,234.27,8.4,0,1,0.0
6/6/07,6:00:00,0.25,0.068,236.81,1,0,1,0.0
2/3/07,19:25:00,0.314,0.086,237.05,1.4,0,0,0.0
6/2/07,21:42:00,2.472,0.318,241.04,10.2,0,1,18.0
20/5/2007,12:32:00,0.722,0.152,234.26,3.2,0,0,0.0
18/4/2007,6:57:00,4.988,0.05,235.49,21.2,0,0,17.0
10/5/07,22:18:00,1,0.12,236.05,4.2,0,0,0.0
15/4/2007,21:35:00,0.224,0.134,239.49,1,0,0,0.0
30/6/2007,7:59:00,1.234,0.06,237.52,5.2,0,0,17.0
29/6/2007,12:31:00,1.318,0.196,239.57,5.4,0,2,18.0
22/2/2007,20:43:00,3.826,0.198,232.48,16.4,0,0,16.0
25/6/2007,4:34:00,0.116,0,241.26,0.6,0,0,0.0
21/4/2007,8:09:00,0.2,0.102,238.47,1,0,0,0.0
31/1/2007,11:48:00,4.226,0.584,236.93,18.4,0,27,17.0
24/3/2007,17:37:00,2.234,0,240.21,9.4,0,0,18.0
21/5/2007,4:17:00,0.322,0.07,235.27,1.4,0,0,0.0
6/5/07,19:38:00,1.446,0.17,228.25,6.4,1,0,16.0
25/6/2007,1:30:00,0.29,0.226,241.47,1.4,0,1,0.0
6/2/07,10:36:00,0.85,0.182,238.82,3.8,0,1,0.0
10/3/07,11:54:00,1.68,0.332,238.75,7,1,0,18.0
20/5/2007,22:29:00,1.86,0.278,235.34,8,1,1,17.0
14/6/2007,19:43:00,1.916,0.464,240.33,8.2,1,0,18.0
22/1/2007,1:42:00,0.302,0.092,242.4,1.4,0,0,0.0
25/6/2007,2:14:00,0.288,0.218,240.06,1.4,0,2,0.0
23/1/2007,20:38:00,3.658,0.09,235.73,15.8,0,0,17.0
7/4/07,20:19:00,0.368,0.082,239.08,1.6,0,0,0.0
6/6/07,1:15:00,1.282,0.06,234.21,5.4,0,0,17.0
23/3/2007,21:40:00,1.878,0,236.69,8,2,0,17.0
26/1/2007,12:59:00,1.466,0,242.28,6,0,0,18.0
26/4/2007,6:09:00,0.128,0,236.28,0.6,0,0,0.0
1/4/07,0:12:00,4.968,0.196,237.6,20.8,38,1,17.0
10/5/07,15:59:00,0.226,0.118,236.28,1,0,0,0.0
3/4/07,4:45:00,0.218,0,242.8,1,0,0,0.0
11/5/07,7:36:00,0.62,0,238.05,2.6,0,0,0.0
24/3/2007,2:41:00,0.386,0.216,245.45,1.8,0,0,0.0
18/3/2007,17:22:00,0.326,0.086,239.98,1.4,0,0,0.0
23/4/2007,13:11:00,0.394,0.184,236.48,1.8,0,0,0.0
26/5/2007,23:39:00,1.658,0.05,233.42,7,0,0,17.0
12/3/07,12:40:00,1.892,0.106,237.99,8,0,0,17.0
13/6/2007,18:49:00,0.736,0.106,239.48,3,0,0,0.0
23/4/2007,11:37:00,0.186,0.062,236.4,0.8,0,0,0.0
2/4/07,15:33:00,0.308,0.122,244.55,1.4,0,0,0.0
22/1/2007,14:04:00,1.588,0.254,245.04,6.4,0,1,18.0
24/5/2007,8:32:00,1.28,0,232.18,5.4,1,0,17.0
8/2/07,2:37:00,0.324,0.134,243.61,1.4,0,0,0.0
27/5/2007,15:56:00,3.976,0.24,232.43,17,36,4,17.0
23/3/2007,22:24:00,0.664,0.156,241.71,2.8,0,2,0.0
22/3/2007,23:51:00,1.416,0.054,242.23,5.8,0,0,18.0
7/5/07,11:53:00,1.38,0.176,232.65,6,0,0,16.0
26/4/2007,12:51:00,0.496,0.202,234.04,2.4,0,1,0.0
18/5/2007,21:36:00,1.328,0.076,233.2,5.6,0,0,0.0
2/3/07,18:05:00,0.388,0.234,239.02,1.8,0,1,0.0
19/5/2007,13:40:00,1.868,0.36,235.37,8,1,0,17.0
18/3/2007,10:21:00,3.982,0.322,236.55,16.8,38,1,18.0
22/4/2007,23:25:00,1.362,0.084,239.74,5.8,0,0,0.0
1/4/07,13:06:00,1.386,0.064,240.03,5.8,0,0,18.0
3/6/07,23:55:00,1.004,0.214,237.99,5.2,0,13,0.0
6/2/07,9:26:00,0.284,0,238.58,1.2,1,0,0.0
29/1/2007,5:56:00,0.412,0.252,245.5,2,0,0,0.0
6/2/07,9:56:00,2.518,0.064,236.62,10.6,38,0,0.0
4/2/07,5:11:00,2.384,0.096,239.58,9.8,0,0,0.0
20/4/2007,12:14:00,0.126,0,239.1,0.6,0,0,0.0
24/6/2007,23:29:00,1.28,0.088,240.54,5.2,0,0,18.0
23/1/2007,3:00:00,0.518,0.146,246.26,2.4,0,1,0.0
15/2/2007,21:59:00,2.91,0,238.16,12.2,0,0,17.0
19/6/2007,20:43:00,1.066,0.17,240.05,4.4,0,0,0.0
10/6/07,5:35:00,0.218,0.132,242.8,1,0,0,0.0
1/4/07,16:19:00,0.25,0,239.67,1,0,0,0.0
3/5/07,5:31:00,0.182,0.082,234.44,0.8,0,2,0.0
21/6/2007,20:50:00,0.384,0.252,242.49,2,0,0,0.0
14/6/2007,10:04:00,1.224,0.078,237.86,5,0,0,17.0
12/3/07,2:48:00,0.312,0.106,247.16,1.4,0,1,0.0
15/1/2007,11:15:00,1.28,0,240.85,5.2,0,0,17.0
15/3/2007,19:56:00,3.046,0.122,235.99,12.8,0,1,17.0
26/5/2007,13:22:00,1.76,0.256,235.89,7.4,0,0,17.0
19/2/2007,5:31:00,0.242,0,240.09,1,0,0,0.0
16/1/2007,6:54:00,1.024,0.25,244.72,4.2,0,0,0.0
11/5/07,8:05:00,1.392,0.056,234.79,6,0,0,17.0
7/6/07,11:41:00,0.294,0.094,234.29,1.2,0,0,0.0
26/1/2007,23:46:00,1.18,0.182,246.32,6,6,1,0.0
18/1/2007,11:51:00,0.22,0,240.69,1,0,0,0.0
7/4/07,8:10:00,0.84,0.178,239.88,3.6,0,0,0.0
22/6/2007,2:39:00,0.228,0.13,241.02,1,0,0,0.0
10/6/07,0:23:00,0.642,0.12,242.04,2.6,0,0,0.0
24/5/2007,20:57:00,5.462,0.158,231.85,23.6,0,69,0.0
19/4/2007,22:22:00,0.34,0,244.01,1.4,0,0,0.0
24/2/2007,0:44:00,0.218,0,239.75,0.8,0,0,0.0
28/6/2007,2:39:00,0.158,0,240.86,0.8,0,0,0.0
19/2/2007,6:56:00,2.034,0.048,240.69,8.6,0,0,18.0
2/5/07,13:22:00,0.134,0,236.93,0.6,0,0,0.0
18/3/2007,16:02:00,0.366,0.112,242.38,1.6,0,2,0.0
22/1/2007,8:42:00,2.802,0.186,238.99,11.6,0,0,17.0
3/1/07,21:06:00,1.622,0.164,240.42,6.8,0,1,0.0
13/3/2007,3:42:00,0.236,0,241.42,1,0,0,0.0
15/5/2007,8:25:00,1.292,0.048,234.61,5.4,0,0,17.0
21/1/2007,0:36:00,2.38,0.078,240.41,9.8,0,0,0.0
14/3/2007,15:38:00,2.696,0.23,240.45,11.2,38,2,0.0
31/3/2007,15:29:00,1.842,0,239.86,7.6,1,1,18.0
24/5/2007,2:15:00,0.206,0.052,235.83,0.8,0,0,0.0
19/5/2007,18:22:00,1.458,0.154,232.63,6.2,0,0,16.0
19/1/2007,14:45:00,0.372,0.174,245.78,1.6,0,0,0.0
20/2/2007,22:59:00,2.864,0.176,240.21,11.8,0,38,0.0
13/2/2007,12:22:00,0.574,0,242.06,2.4,0,0,0.0
27/5/2007,19:57:00,1.952,0.354,234.52,8.4,0,1,17.0
25/1/2007,10:02:00,0.288,0.1,241.24,1.2,0,0,0.0
19/2/2007,18:15:00,3.204,0.162,234.07,13.6,0,1,17.0
2/5/07,19:30:00,0.542,0.308,235.4,2.6,0,1,0.0
13/3/2007,19:35:00,1.358,0.216,238.12,5.8,2,0,0.0
22/5/2007,4:09:00,0.286,0.064,236.62,1.2,0,1,0.0
19/6/2007,13:16:00,0.174,0.096,240.15,0.8,0,0,0.0
27/3/2007,16:24:00,0.332,0.118,242.3,1.4,0,0,0.0
27/4/2007,6:51:00,0.272,0.21,236.14,1.4,0,1,0.0
22/1/2007,17:28:00,1.342,0,238.42,5.6,0,0,0.0
12/1/07,10:19:00,1.322,0.096,237.51,5.6,0,0,17.0
6/2/07,12:03:00,0.402,0,244.85,1.8,0,0,0.0
13/2/2007,13:54:00,0.348,0.12,243.83,1.4,0,0,0.0
23/4/2007,2:56:00,1.53,0.188,240.36,6.4,0,0,17.0
18/2/2007,19:22:00,3.752,0.34,236.91,15.8,1,0,17.0
13/5/2007,1:29:00,1.21,0,235.04,5,0,0,18.0
22/2/2007,21:05:00,9.16,0,226.94,40.2,35,68,16.0
17/4/2007,8:58:00,1.224,0,238.46,5,0,0,17.0
18/1/2007,5:51:00,0.31,0.138,242.9,1.4,0,0,0.0
16/3/2007,22:51:00,2.096,0,238.35,8.8,0,0,17.0
14/2/2007,4:34:00,0.278,0,241.59,1.4,0,0,0.0
11/4/07,9:05:00,0.378,0.212,241.54,1.8,0,2,0.0
13/5/2007,19:50:00,1.632,0.09,235.91,7,0,0,17.0
20/4/2007,20:26:00,0.218,0,241.74,1,0,0,0.0
4/1/07,12:57:00,3.342,0.22,240.63,14,0,34,18.0
15/4/2007,19:32:00,0.124,0,238.28,0.6,0,0,0.0
19/5/2007,22:12:00,1.612,0,233.55,6.8,0,0,0.0
1/3/07,3:03:00,0.222,0,243.82,1,0,0,0.0
22/4/2007,11:04:00,3.944,0.242,237.75,16.6,38,0,17.0
21/1/2007,8:09:00,2.388,0.1,240.52,9.8,0,0,0.0
2/3/07,2:42:00,0.476,0.34,241.86,2.4,0,2,0.0
28/1/2007,17:00:00,2.03,0,237.49,8.4,0,0,17.0
26/3/2007,18:17:00,0.284,0,241.02,1.2,0,0,0.0
30/3/2007,11:59:00,0.548,0.11,238.49,2.6,0,0,0.0
2/4/07,22:57:00,2.026,0.27,240.95,8.4,2,0,18.0
28/5/2007,22:32:00,0.572,0.186,238.34,2.4,1,2,0.0
12/2/07,22:18:00,0.27,0,243.8,1,0,0,0.0
4/2/07,5:20:00,2.548,0.326,240.4,10.6,0,1,0.0
1/3/07,13:42:00,0.296,0.1,242.49,1.2,0,0,0.0
5/4/07,12:01:00,1.544,0.32,239.87,6.6,0,0,18.0
14/2/2007,22:10:00,2.15,0.228,238.57,9,1,0,0.0
1/6/07,9:32:00,1.212,0.048,232.4,5.2,0,0,16.0
15/2/2007,8:46:00,1.396,0.092,239.48,5.8,0,0,17.0
20/1/2007,17:32:00,2.768,0.306,235.81,11.8,0,2,17.0
3/6/07,16:27:00,0.75,0.3,237.96,4.4,7,0,0.0
9/3/07,3:51:00,0.316,0.09,242.64,1.4,0,2,0.0
12/4/07,9:06:00,0.294,0.106,241.04,1.2,0,1,0.0
10/3/07,1:37:00,0.33,0.116,242.58,1.4,0,0,0.0
9/4/07,11:01:00,0.214,0,239.27,0.8,0,0,0.0
18/4/2007,18:19:00,0.306,0.114,243.63,1.4,0,1,0.0
21/5/2007,16:08:00,0.22,0,236.63,1,0,0,0.0
25/5/2007,12:07:00,0.29,0.06,235.48,1.2,0,0,0.0
4/1/07,16:26:00,4.212,0.422,240.84,17.4,0,38,18.0
21/1/2007,19:03:00,3.558,0.4,231.81,15.4,2,1,16.0
24/4/2007,1:04:00,0.34,0.208,236.94,1.6,0,2,0.0
23/3/2007,19:58:00,0.32,0.09,239.16,1.4,0,1,0.0
2/6/07,22:10:00,0.466,0.15,229.65,2.2,0,0,0.0
27/6/2007,14:33:00,0.366,0.342,240.26,2,0,1,0.0
25/1/2007,5:28:00,0.326,0.15,245.31,1.4,0,0,0.0
27/6/2007,10:00:00,1.306,0.182,236.65,5.4,0,1,17.0
5/5/07,23:47:00,1.246,0.092,234.69,5.2,0,0,17.0
14/5/2007,7:41:00,1.678,0,232.9,7.2,0,0,17.0
5/5/07,6:03:00,0.228,0.094,235.86,1.2,0,0,0.0
19/5/2007,23:19:00,0.508,0.318,235.77,2.6,0,1,0.0
12/4/07,12:33:00,0.46,0.338,240.16,2.4,0,2,0.0
4/5/07,19:50:00,1.314,0,231.31,5.8,0,0,0.0
11/1/07,5:58:00,0.214,0,243.38,1,0,0,0.0
8/6/07,11:05:00,3.426,0.168,229.07,14.8,0,35,16.0
11/1/07,8:18:00,2.29,0,239.09,9.6,2,0,18.0
23/6/2007,17:10:00,1.56,0.316,237.92,6.6,0,1,18.0
19/2/2007,1:03:00,0.408,0.25,240.79,2,0,1,0.0
5/4/07,2:51:00,0.238,0,242.27,1.2,0,0,0.0
22/1/2007,23:06:00,1.708,0.152,245.03,7,0,1,0.0
3/3/07,7:23:00,0.216,0,242.31,0.8,0,0,0.0
14/2/2007,13:16:00,2.382,0.274,241,9.8,1,0,17.0
6/2/07,14:59:00,1.57,0.11,241.54,6.6,0,0,18.0
1/3/07,9:19:00,0.216,0,240.67,0.8,0,0,0.0
18/6/2007,14:53:00,0.1,0,242.64,0.4,0,0,0.0
12/1/07,5:17:00,0.288,0.126,241.47,1.2,0,0,0.0
25/6/2007,14:44:00,0.186,0.076,241.92,0.8,0,0,0.0
26/4/2007,3:53:00,0.108,0,236.31,0.6,0,0,0.0
16/3/2007,17:02:00,0.33,0.106,238.5,1.4,0,0,0.0
20/6/2007,21:57:00,3.29,0.394,238.42,14,1,18,0.0
27/6/2007,15:35:00,0.176,0.05,240.86,0.8,0,0,0.0
15/5/2007,16:37:00,0.354,0.062,236.56,1.6,0,0,0.0
5/6/07,5:20:00,0.188,0,235.31,0.8,0,0,0.0
25/2/2007,5:27:00,0.22,0,243.09,0.8,0,0,0.0
1/6/07,1:17:00,0.298,0.07,234.47,1.2,0,0,0.0
23/6/2007,13:17:00,0.214,0.126,240.1,1,0,0,0.0
26/6/2007,14:44:00,0.224,0.118,239.71,1,0,0,0.0
15/2/2007,6:42:00,1.656,0,243.99,6.8,0,0,18.0
2/3/07,9:40:00,0.312,0.126,241.77,1.4,0,0,0.0
7/2/07,13:30:00,1.618,0.112,240.94,6.6,0,0,17.0
26/5/2007,0:23:00,0.308,0.092,239.54,1.4,0,2,0.0
4/6/07,2:35:00,0.288,0.08,234.56,1.2,0,0,0.0
16/1/2007,15:39:00,0.39,0.236,244.01,1.8,0,1,0.0
14/4/2007,18:11:00,0.384,0.236,239.85,1.8,0,1,0.0
8/5/07,9:21:00,0.384,0,233.25,1.6,0,0,0.0
5/6/07,16:18:00,0.478,0.308,236.14,2.4,1,1,0.0
23/3/2007,2:53:00,0.286,0.096,245.4,1.2,0,2,0.0
14/3/2007,19:34:00,2.934,0.21,233.57,12.6,0,0,0.0
4/6/07,18:08:00,0.304,0.13,236,1.4,0,0,0.0
9/4/07,23:48:00,0.294,0.104,240.62,1.2,0,1,0.0
17/1/2007,0:30:00,0.21,0,242.76,0.8,0,0,0.0
1/4/07,6:00:00,0.38,0.194,242.27,1.8,0,1,0.0
27/6/2007,19:47:00,2.87,0.362,239.28,12.2,0,26,18.0
27/6/2007,23:11:00,0.556,0.162,242.68,2.4,0,4,0.0
6/5/07,20:47:00,1.68,0.472,232.06,7.4,1,1,16.0
10/3/07,17:27:00,3.164,0,236.83,13.4,0,36,0.0
4/1/07,10:17:00,1.856,0.064,240.54,7.8,0,0,17.0
25/3/2007,6:24:00,3.07,0.076,240.53,12.6,0,0,0.0
1/2/07,22:07:00,1.618,0.218,239.07,6.8,0,0,18.0
21/4/2007,21:15:00,2.618,0.332,233.85,11.2,0,2,17.0
1/2/07,8:54:00,2.898,0.464,235.85,12.4,1,1,17.0
19/6/2007,4:27:00,0.086,0,239.12,0.4,0,0,0.0
27/4/2007,4:39:00,0.204,0.092,235.02,1,0,0,0.0
18/3/2007,12:59:00,1.864,0.066,238.27,7.8,1,4,17.0
28/2/2007,23:35:00,0.406,0.236,242.68,1.8,0,0,0.0
27/6/2007,18:46:00,0.352,0.228,239.4,1.8,0,1,0.0
15/2/2007,20:21:00,4.514,0.206,236.61,19.2,0,4,17.0
13/1/2007,15:22:00,1.832,0.126,243.77,7.4,0,0,19.0
26/3/2007,4:54:00,0.222,0,243.57,1,0,0,0.0
19/6/2007,8:02:00,1.386,0.244,239.19,5.8,1,2,18.0
16/5/2007,6:18:00,0.31,0.072,235.36,1.4,0,0,0.0
26/5/2007,23:40:00,1.626,0.064,233.57,6.8,0,0,16.0
10/3/07,9:57:00,3.754,0.146,236.61,15.8,37,2,17.0
8/5/07,17:57:00,0.772,0.144,236.01,3.2,0,1,0.0
6/5/07,23:52:00,1.164,0.046,237.29,4.8,0,0,18.0
7/2/07,11:15:00,1.43,0.114,237.55,6,0,2,18.0
15/6/2007,22:15:00,0.592,0,240.63,2.4,1,0,0.0
15/2/2007,5:50:00,0.496,0.362,243.08,2.4,0,2,0.0
16/3/2007,13:30:00,0.33,0.118,241.57,1.4,0,0,0.0
22/1/2007,0:39:00,0.216,0,244.16,0.8,0,0,0.0
10/1/07,17:18:00,1.304,0.19,240.63,5.4,0,1,0.0
2/2/07,23:55:00,3.696,0.226,240.9,15.2,0,1,18.0
4/6/07,20:58:00,0.67,0.516,237.88,3.6,1,1,0.0
8/6/07,9:45:00,1.478,0.226,231.37,6.4,0,3,16.0
15/5/2007,12:15:00,0.37,0.078,233.11,1.6,0,0,0.0
30/1/2007,20:20:00,1.486,0.096,240.1,6.2,0,0,0.0
9/3/07,22:21:00,1.514,0.13,242.38,6.2,0,1,18.0
19/4/2007,1:27:00,0.48,0,239.12,2,0,0,0.0
10/5/07,1:22:00,0.182,0.074,236.46,0.8,0,0,0.0
2/3/07,12:52:00,0.294,0.1,238.41,1.2,0,1,0.0
25/6/2007,3:44:00,0.186,0.076,242.1,0.8,0,0,0.0
19/2/2007,12:57:00,1.462,0.204,239.63,6,0,0,18.0
6/2/07,16:39:00,0.746,0,243.02,3.2,0,0,0.0
2/4/07,2:55:00,0.31,0.098,243.86,1.4,0,0,0.0
26/2/2007,11:01:00,0.286,0.088,239.13,1.2,0,0,0.0
21/3/2007,16:18:00,0.282,0,244.03,1.2,0,1,0.0
23/5/2007,23:52:00,0.288,0.066,237.88,1.2,0,1,0.0
20/4/2007,17:31:00,0.222,0,242.63,1,0,0,0.0
30/6/2007,11:50:00,0.272,0.096,237.83,1.2,0,0,0.0
10/5/07,19:12:00,0.39,0.13,236.97,1.8,0,0,0.0
18/1/2007,3:28:00,0.216,0,243.68,1,0,0,0.0
11/2/07,10:25:00,3.468,0.252,234.61,14.8,0,0,17.0
21/3/2007,8:44:00,1.878,0.08,235.68,8,0,0,17.0
20/4/2007,13:02:00,0.308,0.106,241.99,1.4,0,1,0.0
30/3/2007,8:12:00,2.088,0.108,237.83,8.8,0,0,18.0
2/5/07,7:47:00,1.948,0.19,233.11,8.4,0,0,16.0
19/1/2007,13:38:00,0.208,0,244.32,0.8,0,0,0.0
27/3/2007,0:26:00,0.296,0.098,240.66,1.2,0,1,0.0
21/4/2007,20:16:00,1.664,0.288,236.61,7.4,5,0,17.0
5/6/07,11:44:00,0.698,0.452,233.77,3.6,0,3,0.0
2/6/07,3:38:00,0.284,0.064,237.12,1.2,0,0,0.0
2/3/07,18:35:00,0.208,0,235.49,0.8,0,0,0.0
28/1/2007,15:26:00,0.792,0.206,245.18,3.4,0,1,0.0
28/3/2007,13:44:00,1.672,0.362,241.47,7,0,2,18.0
1/1/07,19:32:00,0.364,0,239.14,1.4,0,0,0.0
6/2/07,22:12:00,1.752,0.224,242.31,7.2,0,0,18.0
28/1/2007,10:08:00,2.788,0.2,239.8,11.6,0,2,0.0
25/1/2007,12:30:00,0.394,0.256,241.48,2,0,0,0.0
10/5/07,12:09:00,0.202,0.088,235.67,1,0,0,0.0
8/3/07,17:31:00,0.314,0.098,242.58,1.4,0,1,0.0
22/1/2007,14:06:00,1.706,0.118,244.48,7,0,1,19.0
30/4/2007,5:48:00,?,?,?,?,?,?,
15/3/2007,9:44:00,1.486,0.104,238.13,6.2,0,1,17.0
27/1/2007,22:47:00,0.594,0.166,245.6,2.6,0,2,0.0
31/3/2007,18:02:00,3.87,0.238,237.22,16.2,0,36,17.0
19/5/2007,7:29:00,1.642,0.062,233.93,7,0,0,17.0
10/4/07,20:22:00,0.652,0.236,239.95,3,0,2,0.0
9/4/07,8:19:00,0.322,0.116,239.92,1.4,0,0,0.0
2/1/07,11:16:00,0.362,0,239.54,1.4,0,0,0.0
7/4/07,23:07:00,3.328,0,239.35,13.8,0,0,17.0
30/4/2007,4:27:00,?,?,?,?,?,?,
14/6/2007,22:46:00,1.548,0.234,242.5,6.4,0,1,0.0
20/3/2007,11:13:00,1.498,0.056,237.95,6.4,1,0,17.0
2/4/07,22:06:00,2.978,0.06,235.83,12.6,1,1,18.0
5/2/07,6:34:00,0.292,0,244.66,1.2,0,0,0.0
5/1/07,22:42:00,1.858,0.116,239.79,7.6,0,0,18.0
2/2/07,7:48:00,2.432,0,237.45,10.2,0,0,17.0
25/3/2007,11:33:00,0.436,0.242,240.63,2,0,1,0.0
23/5/2007,16:47:00,0.392,0.192,237.08,1.8,0,2,0.0
15/4/2007,18:12:00,0.196,0.104,239.23,1,0,0,0.0
28/6/2007,17:40:00,0.328,0.266,242.45,1.8,0,1,0.0
11/3/07,9:41:00,2.634,0.046,237.58,11,0,2,0.0
31/3/2007,15:00:00,1.732,0.112,242.29,7.2,1,0,18.0
1/3/07,7:50:00,0.246,0,240.44,1.2,0,0,0.0
11/3/07,6:11:00,3.362,0.05,240.19,14,0,0,0.0
2/6/07,15:02:00,1.598,0.126,233.79,6.8,0,0,16.0
17/3/2007,3:43:00,0.39,0.204,238.71,1.8,0,1,0.0
20/5/2007,7:57:00,0.508,0.072,236.84,2.4,0,0,0.0
20/5/2007,14:01:00,0.382,0.076,237.17,2,0,1,0.0
24/5/2007,6:16:00,0.208,0.05,236.98,0.8,0,0,0.0
18/4/2007,21:05:00,0.622,0.104,239.04,2.6,0,0,0.0
28/3/2007,22:29:00,1.984,0.116,241.84,8.2,0,0,18.0
10/1/07,11:40:00,5.848,0.222,235.3,24.8,37,37,17.0
20/2/2007,15:11:00,0.446,0.26,243.18,2.2,0,0,0.0
8/4/07,2:04:00,2.268,0,239.19,9.4,0,0,0.0
7/3/07,0:30:00,0.42,0.078,243.57,1.8,0,1,0.0
5/2/07,15:50:00,1.706,0.108,242.9,7,0,1,18.0
29/1/2007,0:06:00,0.296,0.1,242.9,1.2,0,0,0.0
7/6/07,21:36:00,0.482,0,235.08,2,1,0,0.0
3/1/07,23:13:00,1.856,0,246.48,7.4,0,0,19.0
25/3/2007,19:44:00,5.58,0.412,233.62,24.2,37,0,17.0
8/4/07,6:07:00,0.87,0.102,241.6,3.6,0,2,0.0
26/3/2007,1:04:00,0.392,0.238,243.51,1.8,0,0,0.0
6/1/07,13:10:00,2.306,0.176,235.22,9.8,0,0,17.0
17/3/2007,6:22:00,0.232,0,238.98,1.2,0,0,0.0
14/1/2007,7:48:00,0.454,0.352,240.07,2.4,0,1,0.0
26/5/2007,21:08:00,1.49,0,233.98,6.2,0,0,17.0
16/3/2007,1:19:00,0.782,0.054,239.66,3.2,0,0,0.0
23/3/2007,12:28:00,0.294,0.104,242.42,1.2,0,1,0.0
18/4/2007,17:11:00,0.338,0.228,240.49,1.6,0,0,0.0
22/4/2007,23:51:00,0.418,0.128,242.15,2,0,1,0.0
5/5/07,11:14:00,0.396,0.202,235.14,1.8,0,0,0.0
19/1/2007,9:50:00,3.37,0,233,14.4,36,0,17.0
22/4/2007,2:58:00,0.314,0.238,240.99,1.6,0,0,0.0
5/6/07,0:48:00,1.346,0.088,234.17,5.8,0,2,17.0
28/2/2007,8:12:00,0.322,0.116,239.85,1.4,0,0,0.0
2/6/07,11:56:00,2.392,0,230.61,10.2,35,0,0.0
20/3/2007,23:13:00,1.37,0,241,5.6,0,0,18.0
11/4/07,13:12:00,0.216,0,240.62,0.8,0,0,0.0
18/5/2007,13:36:00,0.228,0.068,236.24,1,0,0,0.0
7/3/07,1:46:00,0.306,0.096,242.47,1.2,0,0,0.0
19/5/2007,15:34:00,1.386,0.074,235.32,5.8,1,0,17.0
12/6/07,21:03:00,0.55,0.206,239.85,2.6,0,2,0.0
15/2/2007,20:15:00,3.984,0.396,238.17,16.8,0,5,17.0
24/2/2007,16:52:00,0.216,0,240.83,0.8,0,0,0.0
20/4/2007,4:04:00,0.234,0.11,239.14,1.2,0,0,0.0
6/1/07,14:26:00,1.758,0.29,239.24,7.6,0,1,17.0
18/5/2007,10:59:00,1.398,0,231.41,6,0,0,17.0
17/2/2007,23:58:00,4.004,0.194,237.09,16.8,0,1,0.0
25/2/2007,21:16:00,0.218,0,242.36,0.8,0,0,0.0
16/4/2007,19:38:00,0.196,0,243.52,1,0,0,0.0
31/1/2007,9:11:00,1.352,0.104,235.76,5.6,0,0,17.0
12/1/07,13:39:00,0.212,0,242.83,1,0,0,0.0
16/2/2007,5:59:00,2.03,0.118,240.31,8.4,0,0,18.0
12/4/07,16:21:00,0.218,0,241.5,0.8,0,0,0.0
6/1/07,20:50:00,0.952,0.128,238.88,4.2,0,0,0.0
2/1/07,15:05:00,1.512,0,243.8,6.2,0,0,19.0
12/1/07,2:26:00,0.294,0.134,243.21,1.4,0,0,0.0
2/4/07,0:47:00,1.49,0.218,242.87,6.2,0,0,18.0
1/3/07,17:56:00,0.216,0,240.37,0.8,0,0,0.0
11/6/07,6:28:00,1.504,0.194,241.58,6.2,0,0,18.0
19/5/2007,12:00:00,0.556,0.058,232.55,2.6,0,0,0.0
